scorer,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000,DLC_resnet50_EPM_DLC_BSOIDAug25shuffle1_495000
bodyparts,Snout/Head,Snout/Head,Snout/Head,Forepaw/Shoulder1,Forepaw/Shoulder1,Forepaw/Shoulder1,Forepaw/Shoulder2,Forepaw/Shoulder2,Forepaw/Shoulder2,Hindpaw/Hip1,Hindpaw/Hip1,Hindpaw/Hip1,Hindpaw/Hip2,Hindpaw/Hip2,Hindpaw/Hip2,Tailbase,Tailbase,Tailbase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
18,1144.051513671875,526.59814453125,0.9999999403953552,1088.280517578125,524.7064208984375,0.9999624490737915,1102.9561767578125,556.3367309570312,0.9999992847442627,1028.54443359375,534.3563232421875,1.0,1017.6400146484375,579.7787475585938,0.9999722242355347,978.45703125,543.7083129882812,1.0
19,1151.0028076171875,528.8742065429688,1.0,1087.77978515625,529.6591796875,0.9997926950454712,1106.02490234375,558.1043701171875,0.9999701976776123,1029.6561279296875,534.6204223632812,1.0,1018.1915893554688,579.6487426757812,0.9999861717224121,978.911376953125,544.030517578125,1.0
20,1151.0067138671875,528.966064453125,1.0,1087.6544189453125,529.613525390625,0.9997897744178772,1106.08154296875,558.0253295898438,0.9999687671661377,1029.8980712890625,534.4246826171875,1.0,1018.1905517578125,579.6199951171875,0.9999865293502808,978.83349609375,544.0292358398438,1.0
21,1151.3135986328125,533.4617309570312,1.0,1090.9866943359375,529.9976196289062,0.9999954700469971,1109.3123779296875,559.207275390625,0.9995439052581787,1030.105224609375,534.6143188476562,1.0,1019.3277587890625,578.68408203125,0.9999915957450867,979.7334594726562,544.1117553710938,1.0
22,1149.68115234375,533.2647705078125,1.0,1090.92529296875,529.8464965820312,0.9999955296516418,1109.2940673828125,559.1527709960938,0.9995900988578796,1029.69677734375,534.6852416992188,1.0,1019.3822631835938,578.5909423828125,0.9999922513961792,979.8209838867188,544.0457763671875,1.0
23,1143.544921875,550.358154296875,0.9940744042396545,1095.431884765625,531.8509521484375,0.9996979236602783,1110.2347412109375,559.682373046875,0.9997705221176147,1029.85302734375,533.8792114257812,1.0,1020.164794921875,576.6195678710938,0.9999874830245972,981.2620239257812,543.5292358398438,1.0
24,1143.559814453125,550.3209228515625,0.9947400093078613,1095.4566650390625,531.873046875,0.9996858835220337,1110.2357177734375,559.7443237304688,0.9997789859771729,1029.892578125,533.9434204101562,1.0,1020.069091796875,576.5343627929688,0.9999865293502808,981.2408447265625,543.5364990234375,1.0
25,1143.862548828125,577.0536499023438,0.9999855160713196,1104.279052734375,538.1395263671875,0.9999831318855286,1102.5477294921875,568.4661254882812,0.999992847442627,1028.906982421875,532.764404296875,1.0,1019.6235961914062,575.8636474609375,0.9999818801879883,981.3927612304688,542.559814453125,1.0
26,1143.8446044921875,577.1549072265625,0.9999843239784241,1104.184326171875,538.2149658203125,0.9999762773513794,1102.492919921875,568.4329833984375,0.9999931454658508,1028.907958984375,532.7998657226562,0.9999999403953552,1019.6431274414062,575.8616943359375,0.9999804496765137,981.3434448242188,542.6143188476562,1.0
27,1135.029541015625,585.3612670898438,0.9999653697013855,1105.648193359375,547.5365600585938,0.9999942183494568,1094.3662109375,576.5922241210938,0.9999948740005493,1028.72265625,531.805419921875,1.0,1018.99609375,575.248779296875,0.999987781047821,981.2351684570312,542.3208618164062,1.0
28,1134.942138671875,585.4689331054688,0.9999659061431885,1105.578369140625,547.5126953125,0.9999935626983643,1094.39697265625,576.6296997070312,0.9999946355819702,1028.7689208984375,531.79541015625,1.0,1019.3101806640625,575.26220703125,0.9999877214431763,981.2178344726562,542.3240356445312,1.0
29,1129.6708984375,603.284423828125,0.9999794363975525,1112.178466796875,559.620849609375,0.9997047185897827,1093.6051025390625,579.6403198242188,0.9999995827674866,1028.908935546875,531.0267333984375,1.0,1016.59619140625,576.024169921875,0.9999785423278809,981.4783935546875,541.3697509765625,1.0
30,1129.454345703125,603.3119506835938,0.9999866485595703,1112.756591796875,560.0445556640625,0.999728798866272,1093.8751220703125,580.580078125,0.9999995827674866,1029.3089599609375,531.3320922851562,0.9999999403953552,1015.0748291015625,574.8094482421875,0.9999754428863525,982.3014526367188,540.518310546875,1.0
31,1128.084716796875,607.038330078125,0.9990078806877136,1112.6705322265625,565.3538208007812,0.9999669194221497,1092.356689453125,588.6876220703125,0.9999997615814209,1030.6397705078125,531.4730834960938,0.9999998807907104,1017.91650390625,576.2969360351562,0.9999615550041199,982.5805053710938,538.9940185546875,1.0
32,1128.11376953125,606.95947265625,0.998993992805481,1112.8248291015625,565.4547119140625,0.9999740719795227,1092.3935546875,588.689208984375,0.9999997019767761,1030.80029296875,531.3713989257812,0.9999998211860657,1017.8746337890625,576.7780151367188,0.9999662637710571,982.6270751953125,538.9081420898438,1.0
33,1129.955322265625,607.6302490234375,0.9999847412109375,1109.6661376953125,567.30419921875,0.9999932646751404,1090.0960693359375,591.7302856445312,0.9999998211860657,1032.4591064453125,531.65673828125,0.9999997019767761,1019.5457763671875,576.7979125976562,0.9999838471412659,983.9120483398438,538.0546875,1.0
34,1129.83837890625,607.4257202148438,0.9999592304229736,1109.889892578125,567.5333862304688,0.999991774559021,1090.561279296875,591.7932739257812,0.9999997615814209,1032.9217529296875,531.5939331054688,0.9999995231628418,1019.0327758789062,575.1809692382812,0.999985933303833,983.9028930664062,537.999267578125,1.0
35,1135.9520263671875,611.3761596679688,1.0,1107.9144287109375,568.83935546875,0.9999985694885254,1089.3531494140625,593.3023681640625,0.9999997615814209,1034.398193359375,530.7674560546875,0.9999994039535522,1019.2877807617188,575.0731201171875,0.9999839067459106,983.5029296875,536.4166259765625,1.0
36,1135.9371337890625,611.31103515625,1.0,1107.853515625,568.8084716796875,0.9999985694885254,1089.2259521484375,593.3652954101562,0.9999996423721313,1034.350830078125,530.7203979492188,0.999999463558197,1019.5193481445312,575.1384887695312,0.9999839067459106,983.56201171875,536.4146728515625,1.0
37,1129.7972412109375,609.315673828125,0.999971866607666,1108.208251953125,567.856201171875,0.9999975562095642,1089.052001953125,592.1214599609375,0.9999996423721313,1034.33251953125,530.3972778320312,0.999999463558197,1020.6380004882812,576.4465942382812,0.9999796152114868,983.2223510742188,535.5877075195312,1.0
38,1129.8419189453125,609.3456420898438,0.999974250793457,1108.3028564453125,567.9398193359375,0.9999974966049194,1089.21826171875,592.1390380859375,0.9999996423721313,1034.3226318359375,530.2754516601562,0.9999994039535522,1020.5901489257812,576.4242553710938,0.9999797940254211,983.1913452148438,535.588623046875,1.0
39,1116.9349365234375,613.0538330078125,0.998751163482666,1108.023681640625,568.5114135742188,0.9999972581863403,1083.8536376953125,591.6669921875,0.999998927116394,1031.068603515625,529.3931274414062,0.9999998807907104,1019.5928955078125,575.4002685546875,0.9999748468399048,982.3132934570312,535.015380859375,1.0
40,1117.142578125,612.7882690429688,0.9983644485473633,1108.2371826171875,568.79248046875,0.9999971389770508,1084.234619140625,591.9227294921875,0.9999987483024597,1031.1845703125,529.4937744140625,0.9999998211860657,1019.6685791015625,575.5712280273438,0.9999797940254211,982.3356323242188,535.024169921875,1.0
41,1116.8677978515625,613.1113891601562,0.9986544251441956,1107.9083251953125,568.3993530273438,0.9999973773956299,1084.061767578125,591.58203125,0.9999987483024597,1030.6485595703125,529.6953735351562,0.9999997615814209,1019.5079956054688,575.4585571289062,0.9999760389328003,982.3040161132812,535.041259765625,1.0
42,1105.18017578125,611.9638671875,0.9998091459274292,1103.46826171875,565.7017211914062,0.9999958276748657,1080.9466552734375,588.9991455078125,0.9999896883964539,1028.455322265625,528.5006103515625,0.9999997615814209,1017.5890502929688,574.4664306640625,0.9999707937240601,980.5551147460938,534.0200805664062,1.0
43,1105.0748291015625,611.8629760742188,0.9997425079345703,1103.4952392578125,565.6900024414062,0.9999964237213135,1081.100341796875,588.4424438476562,0.9999927282333374,1028.403564453125,528.4959106445312,0.9999998807907104,1017.3330078125,574.1943359375,0.9999715089797974,980.6581420898438,534.0914916992188,1.0
44,1099.94482421875,610.0435180664062,0.9992852210998535,1099.57470703125,564.6983032226562,0.9999990463256836,1077.9320068359375,587.9503173828125,0.9999989867210388,1028.0172119140625,528.1658935546875,0.9999995231628418,1016.4895629882812,573.2640380859375,0.9999627470970154,980.3096923828125,533.0239868164062,1.0
45,1093.45556640625,609.7055053710938,0.5842370986938477,1094.890380859375,562.7581787109375,0.9999997615814209,1071.9095458984375,587.5010986328125,0.9999851584434509,1026.429443359375,527.0320434570312,0.9999983906745911,1015.3867797851562,570.833251953125,0.999960720539093,978.6695556640625,531.920654296875,1.0
46,1093.4345703125,609.6906127929688,0.5927338600158691,1094.9932861328125,562.6731567382812,0.9999997615814209,1071.9405517578125,587.3983154296875,0.9999847412109375,1026.2825927734375,526.9622802734375,0.9999982118606567,1015.01171875,570.6461791992188,0.9999641180038452,979.0763549804688,531.5103759765625,1.0
47,1076.824462890625,613.7421264648438,0.11097016930580139,1090.0494384765625,565.3213500976562,0.9999999403953552,1063.8746337890625,585.3216552734375,0.999997615814209,1026.40234375,521.783935546875,0.9999934434890747,1012.0723266601562,564.4530639648438,0.9998260140419006,977.6639404296875,519.9861450195312,1.0
48,1076.787109375,613.6021728515625,0.08704113960266113,1090.2288818359375,565.5365600585938,0.9999999403953552,1064.133544921875,585.4276733398438,0.9999971389770508,1026.384765625,522.0093383789062,0.9999942779541016,1012.4611206054688,564.6444702148438,0.9998348951339722,977.7528076171875,519.9114379882812,1.0
49,1075.6312255859375,612.7351684570312,0.9728354215621948,1083.603759765625,563.1618041992188,0.9999997615814209,1050.70263671875,582.9473266601562,0.999999463558197,1024.9398193359375,519.3596801757812,0.9999992251396179,1007.3319702148438,558.6251831054688,0.9999822378158569,981.843017578125,514.3079223632812,1.0
50,1075.931884765625,612.8958740234375,0.9554333090782166,1083.708251953125,563.5895385742188,0.9999997615814209,1052.5572509765625,583.9432373046875,0.9999986886978149,1025.052001953125,519.692626953125,0.9999988079071045,1006.083251953125,558.388671875,0.9999856948852539,982.1870727539062,515.1041259765625,1.0
51,1075.7115478515625,612.8482055664062,0.9710752964019775,1083.8372802734375,563.514892578125,0.9999997019767761,1051.9388427734375,583.454833984375,0.9999995231628418,1024.6351318359375,519.2077026367188,0.9999994039535522,1006.8912353515625,559.235595703125,0.9999841451644897,981.8794555664062,514.2144775390625,1.0
52,1068.689453125,611.6439819335938,0.9937319755554199,1075.834716796875,561.929443359375,0.9999998807907104,1045.1500244140625,582.912109375,0.9999998807907104,1023.778564453125,518.0015869140625,0.9999991655349731,1001.6809692382812,556.4041748046875,0.9999920129776001,983.4074096679688,507.5686950683594,1.0
53,1069.01171875,611.7254028320312,0.9920947551727295,1076.396240234375,562.4007568359375,1.0,1045.512939453125,583.004638671875,0.9999998807907104,1023.8519897460938,517.7872924804688,0.9999994039535522,1001.5469970703125,555.9841918945312,0.9999906420707703,983.3892211914062,507.5326232910156,1.0
54,1057.114990234375,610.77587890625,0.8017548322677612,1073.926513671875,561.700439453125,0.9999992251396179,1039.3369140625,580.5198364257812,0.9999989867210388,1023.9218139648438,517.1123046875,0.9999992847442627,997.6282348632812,551.6820068359375,0.9999982118606567,989.331298828125,501.70233154296875,1.0
55,1057.0906982421875,610.7119140625,0.8006647825241089,1073.5892333984375,561.5262451171875,0.999998927116394,1039.55419921875,580.4345703125,0.9999992847442627,1023.5497436523438,516.5108642578125,0.9999992847442627,997.1507568359375,550.6143188476562,0.9999991655349731,989.2078857421875,501.6287841796875,1.0
56,1058.802734375,611.317626953125,0.6996636390686035,1072.27880859375,561.98046875,0.9999979734420776,1037.4268798828125,582.1751708984375,0.9999929666519165,1024.8914794921875,515.2600708007812,0.9999997615814209,995.9246826171875,548.4032592773438,0.9999990463256836,993.310791015625,497.77886962890625,1.0
57,1072.7821044921875,595.37451171875,0.008179575204849243,1067.27783203125,563.0997314453125,0.9999839067459106,1032.9720458984375,581.009765625,0.9998929500579834,1025.2098388671875,514.2161865234375,0.9999995231628418,994.793212890625,546.4069213867188,0.9999727010726929,995.381103515625,494.0867614746094,1.0
58,1072.73828125,595.326904296875,0.007859110832214355,1067.242919921875,563.2734375,0.9999834299087524,1033.0980224609375,581.0902709960938,0.9998379945755005,1025.3489990234375,514.4265747070312,0.9999995231628418,994.9344482421875,546.5389404296875,0.9999765157699585,995.2124633789062,494.076904296875,1.0
59,1072.7430419921875,595.3956909179688,0.007854312658309937,1067.3262939453125,563.2835693359375,0.9999838471412659,1033.054443359375,580.967529296875,0.9998773336410522,1025.3369140625,514.2149658203125,0.9999995827674866,994.8997802734375,546.3729248046875,0.999975323677063,995.3492431640625,494.02984619140625,1.0
60,1022.2171020507812,610.0745239257812,0.030655235052108765,1062.7626953125,564.8740844726562,0.9968449473381042,1022.267822265625,579.4564819335938,0.9999232888221741,1023.9241943359375,513.4697875976562,0.9999951720237732,993.9274291992188,546.0791625976562,0.9999567270278931,996.5514526367188,491.49090576171875,1.0
61,1022.0751342773438,609.7805786132812,0.04228904843330383,1062.8660888671875,565.1185302734375,0.9966601133346558,1022.3828125,579.4306030273438,0.9999483227729797,1023.7816772460938,513.3452758789062,0.9999954700469971,993.714111328125,545.9346923828125,0.999982476234436,996.5896606445312,491.0584716796875,1.0
62,1005.5482788085938,602.915283203125,0.17434003949165344,1059.206787109375,557.0194091796875,0.9875324964523315,1015.628662109375,579.1748657226562,0.999808669090271,1022.2568969726562,513.19482421875,0.999982476234436,990.8193359375,544.7384643554688,0.9999485015869141,996.1499633789062,491.6990661621094,1.0
63,1005.5709228515625,602.7010498046875,0.1875307261943817,1059.105224609375,556.8273315429688,0.9859850406646729,1015.69091796875,578.9268798828125,0.9998733997344971,1023.281982421875,514.3528442382812,0.9999892711639404,990.7053833007812,544.3977661132812,0.9999619126319885,996.0302734375,491.7598876953125,1.0
64,994.9260864257812,594.7886352539062,0.22154048085212708,1034.901611328125,581.7194213867188,0.9906294345855713,1007.4544067382812,577.95654296875,0.9998506307601929,1024.3175048828125,514.261474609375,0.999958872795105,987.7889404296875,544.3095703125,0.9997952580451965,996.7274169921875,488.48968505859375,1.0
65,994.8763427734375,594.80859375,0.17055585980415344,1035.25732421875,581.51953125,0.9906420707702637,1007.3897705078125,578.0241088867188,0.9998576641082764,1023.4793701171875,515.5423583984375,0.9999523162841797,987.4292602539062,544.1741333007812,0.9998818635940552,996.5853881835938,488.5255126953125,1.0
66,982.0139770507812,596.2788696289062,0.5258767008781433,1022.5838623046875,587.232177734375,0.9780749678611755,996.0686645507812,576.5125122070312,0.9992239475250244,1027.394775390625,518.2750854492188,0.9997744560241699,984.8731689453125,541.6127319335938,0.999954342842102,997.8843994140625,486.81414794921875,1.0
67,988.2755737304688,603.975341796875,0.5410816669464111,1022.097900390625,587.39501953125,0.9664938449859619,996.3154907226562,576.7013549804688,0.9989913105964661,1027.5177001953125,518.0554809570312,0.9999045133590698,985.1981811523438,541.6668090820312,0.9999332427978516,997.8626708984375,486.8944396972656,1.0
68,978.7168579101562,595.5945434570312,0.9769340753555298,1011.0069580078125,586.25146484375,0.9292479753494263,992.4292602539062,576.5951538085938,0.9934530258178711,1028.8623046875,519.5324096679688,0.9996660947799683,983.5653686523438,540.2086181640625,0.9999376535415649,998.9707641601562,485.3345642089844,1.0
69,978.75,595.63427734375,0.9689143896102905,1011.3547973632812,587.032470703125,0.958580732345581,992.1814575195312,576.5546264648438,0.9972671866416931,1029.20703125,519.6345825195312,0.9996306896209717,983.2449340820312,540.40478515625,0.9999693632125854,998.9812622070312,485.1700744628906,1.0
70,974.635498046875,603.3775024414062,0.9945901036262512,1011.0003051757812,588.2681274414062,0.9986575841903687,988.9325561523438,576.8478393554688,0.9999163150787354,1033.7720947265625,530.0294189453125,0.9996280670166016,982.3392944335938,539.5635375976562,0.9999032020568848,1000.4906005859375,484.59405517578125,1.0
71,974.5750732421875,603.4866333007812,0.9944044351577759,1011.0418090820312,589.2232666015625,0.9991769790649414,988.6993408203125,577.0715942382812,0.9999384880065918,1035.2352294921875,530.4927368164062,0.9998018741607666,982.7359619140625,539.6614379882812,0.9999505281448364,1000.5208740234375,484.7278137207031,1.0
72,967.9973754882812,610.4850463867188,0.9999619722366333,1007.9790649414062,590.3487548828125,0.996290922164917,984.89501953125,574.10302734375,0.9998878240585327,1035.3414306640625,532.1363525390625,0.9998897314071655,983.0474243164062,538.179931640625,0.9999204874038696,1004.5785522460938,485.09674072265625,1.0
73,968.2047119140625,610.3543701171875,0.9999603033065796,1008.3973388671875,590.3903198242188,0.9972338676452637,984.9193115234375,574.501708984375,0.9999010562896729,1035.53076171875,532.565185546875,0.999893844127655,982.8670043945312,538.2079467773438,0.9999648332595825,1004.68408203125,485.3530578613281,1.0
74,962.9474487304688,613.6805419921875,0.9999997615814209,1002.9647216796875,592.9564208984375,0.9992981553077698,981.3129272460938,576.08740234375,0.9999845027923584,1034.1849365234375,535.9117431640625,0.9998834729194641,983.1491088867188,536.1773681640625,0.9998599290847778,1006.510498046875,485.8573913574219,1.0
75,963.091552734375,613.5820922851562,0.9999998807907104,1003.7771606445312,593.2506713867188,0.9998476505279541,981.3328247070312,575.9356689453125,0.9999940395355225,1034.443603515625,536.4927978515625,0.9999302625656128,982.7404174804688,535.92041015625,0.9999743700027466,1006.41552734375,485.8133850097656,1.0
76,950.9633178710938,608.5349731445312,0.9999990463256836,1002.7866821289062,591.0443115234375,0.9997851848602295,976.9428100585938,577.8250732421875,0.999998152256012,1032.7044677734375,535.0725708007812,0.9999904036521912,984.2288818359375,532.5131225585938,0.9999959468841553,1007.6019897460938,486.8055114746094,1.0
77,950.8323364257812,608.4307250976562,0.9999989867210388,1002.5972290039062,591.1965942382812,0.9997681379318237,976.9466552734375,577.7210693359375,0.9999980926513672,1033.010986328125,535.9855346679688,0.9999806880950928,983.7001953125,533.6383666992188,0.9999932050704956,1007.6325073242188,486.8681640625,1.0
